tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
MAS000ETT19300056,invitation to tender for a panel of contractors for the supply of information communication technology ict professional services csdt19pssh024,Monetary Authority of Singapore,15/5/2020,Awarded by Items,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,237094.27
NHB000ETT20300014,invitation to tender for a panel of suppliers to design fabricate and install gallery showcases at nhb museums for 3 years and with an option to renew for 1 year,National Heritage Board,19/2/2021,Awarded by Items,CLICK NETHERFIELD LIMITED,1
NHB000ETT20300014,invitation to tender for a panel of suppliers to design fabricate and install gallery showcases at nhb museums for 3 years and with an option to renew for 1 year,National Heritage Board,19/2/2021,Awarded by Items,MEYVAERT GLASS ENGINEERING,1
NHB000ETT20300014,invitation to tender for a panel of suppliers to design fabricate and install gallery showcases at nhb museums for 3 years and with an option to renew for 1 year,National Heritage Board,19/2/2021,Awarded by Items,Q'S ADVERTISING PTE. LTD.,1
NHB000ETT20300014,invitation to tender for a panel of suppliers to design fabricate and install gallery showcases at nhb museums for 3 years and with an option to renew for 1 year,National Heritage Board,19/2/2021,Awarded by Items,SPACELOGIC PTE. LTD.,1
NHB000ETT20300014,invitation to tender for a panel of suppliers to design fabricate and install gallery showcases at nhb museums for 3 years and with an option to renew for 1 year,National Heritage Board,19/2/2021,Awarded by Items,TRIKA (S) PTE. LTD.,1
NHB000ETT20300014,invitation to tender for a panel of suppliers to design fabricate and install gallery showcases at nhb museums for 3 years and with an option to renew for 1 year,National Heritage Board,19/2/2021,Awarded by Items,Vitrinen- und Glasbau REIER GmbH,1
NLB000ETT20300006,invitation to tender for a panel of up to two 2 marketing agents for spaces under the national library board,National Library Board,22/7/2020,Awarded by Items,EDMUND TIE & COMPANY (SEA) PTE. LTD.,1
NLB000ETT20300006,invitation to tender for a panel of up to two 2 marketing agents for spaces under the national library board,National Library Board,22/7/2020,Awarded by Items,ENGIE PROPERTY SERVICES PTE. LTD.,1
NLB000ETT23000019,invitation to tender for a panel of up to two 2 marketing agents for spaces under the national library board,National Library Board,8/9/2023,Awarded by Items,EDMUND TIE & COMPANY (SEA) PTE. LTD.,1
NLB000ETT23000019,invitation to tender for a panel of up to two 2 marketing agents for spaces under the national library board,National Library Board,8/9/2023,Awarded by Items,ENGIE PROPERTY SERVICES PTE. LTD.,1
MOMHQ0ETT21000016,invitation to tender for a period contract for the provision of support services for survey operations to the ministry of manpower  manpower research and statistics department,Ministry of Manpower-Ministry Headquarter,11/5/2022,Awarded by Items,APBA TG HUMAN RESOURCE PTE. LTD.,13676000
MOMHQ0ETT21000016,invitation to tender for a period contract for the provision of support services for survey operations to the ministry of manpower  manpower research and statistics department,Ministry of Manpower-Ministry Headquarter,11/5/2022,Awarded by Items,CORNERSTONE GLOBAL PARTNERS PTE. LTD.,13676000
MOMHQ0ETT21000016,invitation to tender for a period contract for the provision of support services for survey operations to the ministry of manpower  manpower research and statistics department,Ministry of Manpower-Ministry Headquarter,11/5/2022,Awarded by Items,EXPERTISE TECHNOLOGIES PTE LTD,13676000
MOMHQ0ETT21000016,invitation to tender for a period contract for the provision of support services for survey operations to the ministry of manpower  manpower research and statistics department,Ministry of Manpower-Ministry Headquarter,11/5/2022,Awarded by Items,PERSOLKELLY SINGAPORE PTE. LTD.,13676000
MOMHQ0ETT21000016,invitation to tender for a period contract for the provision of support services for survey operations to the ministry of manpower  manpower research and statistics department,Ministry of Manpower-Ministry Headquarter,11/5/2022,Awarded by Items,WSH EXPERTS PTE. LTD.,13676000
HPB000ETT23000020,invitation to tender for a provision of cold chain management services for vaccines b provision of warehousing transportation and disposal services,Health Promotion Board,16/11/2023,Awarded by Items,ST ENGINEERING SYNTHESIS PTE. LTD.,823473
HPB000ETT23000020,invitation to tender for a provision of cold chain management services for vaccines b provision of warehousing transportation and disposal services,Health Promotion Board,16/11/2023,Awarded by Items,ST LOGISTICS PTE. LTD.,1758907
HPB000ETT23000020,invitation to tender for a provision of cold chain management services for vaccines b provision of warehousing transportation and disposal services,Health Promotion Board,16/11/2023,Awarded by Items,YCH GROUP PTE LTD,630127
STB000ETT21000010,invitation to tender for addition and alteration works at selected stb assets,Singapore Tourism Board,23/6/2021,Awarded by Items,ASA CONTRACTS PTE. LTD.,989790
STB000ETT21000010,invitation to tender for addition and alteration works at selected stb assets,Singapore Tourism Board,23/6/2021,Awarded by Items,HD CONTRACTOR PTE. LTD.,59461
STB000ETT19300007,invitation to tender for additions  alterations aa works at f1 pit building and storage site,Singapore Tourism Board,10/5/2019,Awarded by Items,ACEPROJECT CONSTRUCTION PTE. LTD.,420250
STB000ETT19300007,invitation to tender for additions  alterations aa works at f1 pit building and storage site,Singapore Tourism Board,10/5/2019,Awarded by Items,TANG'S ENGINEERING PTE LTD,1672050
SLA000ETT19300006,invitation to tender for application maintenance and support and software maintenance for singapore land authority,Singapore Land Authority,1/10/2019,Awarded by Items,IBM SINGAPORE PTE LTD,5049355
SLA000ETT19300006,invitation to tender for application maintenance and support and software maintenance for singapore land authority,Singapore Land Authority,1/10/2019,Awarded by Items,NCS PTE. LTD.,564732
SLA000ETT19300006,invitation to tender for application maintenance and support and software maintenance for singapore land authority,Singapore Land Authority,1/10/2019,Awarded by Items,TECH MAHINDRA LIMITED (SINGAPORE BRANCH),4423630
FINAGDETT20300002,invitation to tender for application maintenance and support services for the accountantgenerals department agd,Ministry of Finance-Accountant-General's Department,14/7/2021,Awarded by Items,ACCENTURE SG SERVICES PTE. LTD.,5153898.01
FINAGDETT20300002,invitation to tender for application maintenance and support services for the accountantgenerals department agd,Ministry of Finance-Accountant-General's Department,14/7/2021,Awarded by Items,KPMG SERVICES PTE. LTD.,1013001
FINAGDETT20300002,invitation to tender for application maintenance and support services for the accountantgenerals department agd,Ministry of Finance-Accountant-General's Department,14/7/2021,Awarded by Items,NCS PTE. LTD.,22174525.98
SLA000ETT20300009,invitation to tender for appointment of a panel of assessment service providers for the singapore land authority for a term of three 3 months with an option to extend for a further term of three 3 months,Singapore Land Authority,31/7/2020,Awarded by Items,CROWE HORWATH FIRST TRUST RISK ADVISORY PTE. LTD.,156000
SLA000ETT20300009,invitation to tender for appointment of a panel of assessment service providers for the singapore land authority for a term of three 3 months with an option to extend for a further term of three 3 months,Singapore Land Authority,31/7/2020,Awarded by Items,DELOITTE & TOUCHE LLP,150000
SLA000ETT20300009,invitation to tender for appointment of a panel of assessment service providers for the singapore land authority for a term of three 3 months with an option to extend for a further term of three 3 months,Singapore Land Authority,31/7/2020,Awarded by Items,ERNST & YOUNG ADVISORY PTE. LTD.,216072
SLA000ETT20300009,invitation to tender for appointment of a panel of assessment service providers for the singapore land authority for a term of three 3 months with an option to extend for a further term of three 3 months,Singapore Land Authority,31/7/2020,Awarded by Items,PRICEWATERHOUSECOOPERS ADVISORY SERVICES PTE. LTD.,123000
MAS000ETT22000029,invitation to tender for appointment of a panel of assistants to the monetary authority of singapore for the provision of inspection services at selected financial institutions csdt21ecpk029,Monetary Authority of Singapore,13/1/2023,Awarded by Items,DELOITTE & TOUCHE LLP,95220
MAS000ETT22000029,invitation to tender for appointment of a panel of assistants to the monetary authority of singapore for the provision of inspection services at selected financial institutions csdt21ecpk029,Monetary Authority of Singapore,13/1/2023,Awarded by Items,ERNST & YOUNG LLP,103200
MAS000ETT22000029,invitation to tender for appointment of a panel of assistants to the monetary authority of singapore for the provision of inspection services at selected financial institutions csdt21ecpk029,Monetary Authority of Singapore,13/1/2023,Awarded by Items,KPMG LLP,78080
MAS000ETT22000029,invitation to tender for appointment of a panel of assistants to the monetary authority of singapore for the provision of inspection services at selected financial institutions csdt21ecpk029,Monetary Authority of Singapore,13/1/2023,Awarded by Items,PRICEWATERHOUSECOOPERS LLP,117600
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,BLACKMRKT PTE. LTD.,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,CREATIVE EDGE CONSULTANTS PTE. LTD.,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,CULTURE COLLECTIVE PTE. LTD.,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,D'PERCEPTION RITZ PTE. LTD.,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,FARMWORK PTE. LTD.,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,GSMPRJCT CREATION PTE. LTD.,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,KINGSMEN EXHIBITS PTE LTD,1
NHB000ETT19300031,invitation to tender for appointment of a panel of contractors for the provision of exhibition design services for national heritage board for 1 year with an option to renew yearly for up to 4 years,National Heritage Board,19/6/2020,Awarded by Items,SANSYS COLLECTIVE PTE. LTD.,1
NHB000ETT20300018,invitation to tender for appointment of a panel of contractors to provide conservation services for national heritage board for 2 years with an option to renew for 3 years,National Heritage Board,11/11/2020,Awarded by Items,GLOBAL SPECIALISED SERVICES PTE. LTD.,1
NHB000ETT20300018,invitation to tender for appointment of a panel of contractors to provide conservation services for national heritage board for 2 years with an option to renew for 3 years,National Heritage Board,11/11/2020,Awarded by Items,TEOH ENG KEAN,1
NHB000ETT20300018,invitation to tender for appointment of a panel of contractors to provide conservation services for national heritage board for 2 years with an option to renew for 3 years,National Heritage Board,11/11/2020,Awarded by Items,YH CONSERVATION PTE. LTD.,1
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,ASSURANCE PARTNERS LLP,22800
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,BDO LLP,46150
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,ERNST & YOUNG LLP,142300
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,FOO KON TAN LLP,108800
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,Geetha A & Associates,59200
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,KLP LLP,37200
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,MOORE STEPHENS LLP,46400
SSG000ETT20300005,invitation to tender for appointment of a panel of external auditors to conduct audit for category a programmes for 2 years with the option to extend for another 2 years,SkillsFuture Singapore,29/10/2020,Awarded by Items,PRICEWATERHOUSECOOPERS LLP,103500
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,ADSAN LAW LLC,36600
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,BIRD & BIRD ATMD LLP,96600
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,110230
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,DAVID LIM & PARTNERS LLP,2073.33
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,DONALDSON & BURKINSHAW LLP,46656.67
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,ENGELIN TEH PRACTICE LLC,59373.34
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,HARRY ELIAS PARTNERSHIP LLP,68600
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,LEE & LEE,51800
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,RHTLAW ASIA LLP,77533.33
SLA000ETT19300012,invitation to tender for appointment of a panel of law firms to provide legal services to singapore land authority for a term of 24 months with an option to extend for a further term of 12 months,Singapore Land Authority,7/2/2020,Awarded by Items,SELVAM LLC,2650
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,ADSAN LAW LLC,56800
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,7320
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,DONALDSON & BURKINSHAW LLP,3700
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,GATEWAY LAW CORPORATION,6200
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,INVICTUS LAW CORPORATION,6950
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,LEE & LEE,11200
SFA000ETT20300024,invitation to tender for appointment of a panel of law firms to provide legal services to the singapore food agency for a term of three 03 years with an option to extend for a further term of 02 years,Singapore Food Agency,26/2/2021,Awarded by Items,RAJAH & TANN SINGAPORE LLP,7880
SLA000ETT20300004,invitation to tender for appointment of a term contractor to provide grass cutting housekeeping and horticulture  arboriculture services for state buildings and state lands in zone a b and c for a period of thirtysix 36 months,Singapore Land Authority,15/7/2020,Awarded by Items,MAO SHENG QUANJI CONSTRUCTION PTE LTD,7592760.18
SLA000ETT20300004,invitation to tender for appointment of a term contractor to provide grass cutting housekeeping and horticulture  arboriculture services for state buildings and state lands in zone a b and c for a period of thirtysix 36 months,Singapore Land Authority,15/7/2020,Awarded by Items,TKB C-E CONTRACTOR PTE. LTD.,7183720.59
NHB000ETT21000005,invitation to tender for appointment of event logistics suppliers for asian civilisations museum and the peranakan museum for two years with an option to extend for another three years,National Heritage Board,26/11/2021,Awarded by Items,MACRO EVENTS PTE LTD,1
NHB000ETT21000005,invitation to tender for appointment of event logistics suppliers for asian civilisations museum and the peranakan museum for two years with an option to extend for another three years,National Heritage Board,26/11/2021,Awarded by Items,SHOWTEC INTERNATIONAL PTE. LTD.,1
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,89.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,CITIGROUP GLOBAL MARKETS SINGAPORE PTE. LTD.,89.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,DBS BANK LTD.,124.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,DEUTSCHE BANK AKTIENGESELLSCHAFT,89.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,OVERSEA-CHINESE BANKING CORPORATION LIMITED,89.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,STANDARD CHARTERED BANK (SINGAPORE) LIMITED,89.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,89.8
MAS000ETT22000011,invitation to tender for appointment to a panel to participate in syndicated issuances of singapore government securitiesmasreq202200372mddpk,Monetary Authority of Singapore,18/6/2022,Awarded by Items,UNITED OVERSEAS BANK LIMITED,89.8
ISA000ETT21000003,invitation to tender for book printing and binding services for a period of 3 years with the option to extend on a yearly basis for 2 years,ISEAS - Yusof Ishak Institute,5/5/2021,Awarded by Items,MAINLAND PRESS PTE LTD,0.5
ISA000ETT21000003,invitation to tender for book printing and binding services for a period of 3 years with the option to extend on a yearly basis for 2 years,ISEAS - Yusof Ishak Institute,5/5/2021,Awarded by Items,MARKONO PRINT MEDIA PTE LTD,0.5
NLB000ETT23000028,invitation to tender for cleaning sanitizing and laundering of educational aids at national library board nlb singapore,National Library Board,22/12/2023,Awarded by Items,LINGENIUS,387200
NLB000ETT23000028,invitation to tender for cleaning sanitizing and laundering of educational aids at national library board nlb singapore,National Library Board,22/12/2023,Awarded by Items,TSM GROUP PTE. LTD.,109200
MAS000ETT23000051,invitation to tender for cloudbees support upgrade and bitbucket licence renewal masreq2023001091  mc,Monetary Authority of Singapore,15/9/2023,Awarded by Items,NCS PTE. LTD.,90813.52
MAS000ETT23000051,invitation to tender for cloudbees support upgrade and bitbucket licence renewal masreq2023001091  mc,Monetary Authority of Singapore,15/9/2023,Awarded by Items,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,35420
NLB000ETT21000003,invitation to tender for collecting sorting and delivery and internal dispatch of library materials for the national library board nlb singapore,National Library Board,9/6/2021,Awarded by Items,SINGAPORE POST LIMITED,3960000.9
NLB000ETT21000003,invitation to tender for collecting sorting and delivery and internal dispatch of library materials for the national library board nlb singapore,National Library Board,9/6/2021,Awarded by Items,WSH EXPERTS PTE. LTD.,446400
MDA000ETT19300017,invitation to tender for consultancy services to conduct digital storytelling workshops consultation sessions and projectbased coaching,Info-communications Media Development Authority - MDA,13/12/2019,Awarded by Items,ANIMAGINE PTE. LTD.,19000
MDA000ETT19300017,invitation to tender for consultancy services to conduct digital storytelling workshops consultation sessions and projectbased coaching,Info-communications Media Development Authority - MDA,13/12/2019,Awarded by Items,EY DIGITAL PTE. LTD.,46100
MDA000ETT19300017,invitation to tender for consultancy services to conduct digital storytelling workshops consultation sessions and projectbased coaching,Info-communications Media Development Authority - MDA,13/12/2019,Awarded by Items,LIME AGENCY PTE. LTD.,11800
CSC000ETT18300010,invitation to tender for design development and delivery of immersive learning experiences for civil service colleges learning programmes for one year with the option to extend for another year,Civil Service College,2/4/2019,Awarded by Items,EKA TRAINING GROUP PTE. LTD.,1831
CSC000ETT18300010,invitation to tender for design development and delivery of immersive learning experiences for civil service colleges learning programmes for one year with the option to extend for another year,Civil Service College,2/4/2019,Awarded by Items,ROHEI CORPORATION PTE. LTD.,13279.5
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,ALEPH PTE. LTD.,4400
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,CAPGEMINI SINGAPORE PTE. LTD.,4995
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,CHEMISTRY TEAM PTE. LTD.,5700
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,EY DIGITAL PTE. LTD.,35400
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,FOOLPROOF (SG) PTE. LTD.,6600
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,HEIST 7 PTE. LTD.,17300
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,ORCADESIGN CONSULTANTS PTE. LTD.,8000
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,PEBBLEROAD PTE. LTD.,7000
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,STUCK DESIGN PTE. LTD.,7400
MDA000ETT19300020,invitation to tender for design thinking consultancy services to conduct workshops 11 consultation and projectbased coaching,Info-communications Media Development Authority - MDA,21/1/2020,Awarded by Items,THINKPLACE SINGAPORE PTE. LTD.,19200
NLB000ETT22000030,invitation to tender for digitisation of materials and microfilming services,National Library Board,23/3/2023,Awarded by Items,KONICA MINOLTA BUSINESS SOLUTIONS ASIA PTE. LTD.,26480.78
NLB000ETT22000030,invitation to tender for digitisation of materials and microfilming services,National Library Board,23/3/2023,Awarded by Items,MICROGRAPHICS DATA PTE LTD,1893
NLB000ETT22000030,invitation to tender for digitisation of materials and microfilming services,National Library Board,23/3/2023,Awarded by Items,MODULAR INFOTECH (SINGAPORE) PTE. LTD.,31237.48
NLB000ETT22000030,invitation to tender for digitisation of materials and microfilming services,National Library Board,23/3/2023,Awarded by Items,TRUSTED HUB LTD,100311.72
PAS000ETT19300053,invitation to tender for editorial andor printing services for south west cdc newsletter bridge for a period of two years  fy 1920  2021,People's Association,19/6/2019,Awarded by Items,MEDIACORP PTE. LTD.,259240
PAS000ETT19300053,invitation to tender for editorial andor printing services for south west cdc newsletter bridge for a period of two years  fy 1920  2021,People's Association,19/6/2019,Awarded by Items,TIMES PRINTERS PRIVATE LIMITED,526845
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,ALLEN & GLEDHILL LLP,16470
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,8400
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,CNPLAW LLP,17700
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,DENTONS RODYK & DAVIDSON LLP,18000
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,DREW & NAPIER LLC,15930
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,JOYCE A. TAN & PARTNERS LLC,9300
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,RAJAH & TANN SINGAPORE LLP,20245
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,WITHERS KHATTARWONG LLP,16095
EDB000ETT23000002,invitation to tender for framework agreement for the provision of legal services to the economic development board requester edrick guothen ling,Economic Development Board,13/7/2023,Awarded by Items,WONGPARTNERSHIP LLP,16260
MAS000ETT19300047,invitation to tender for insurance coverage for three 3 years with an option to extend for another two 2 years,Monetary Authority of Singapore,31/3/2020,Awarded by Items,INDIA INTERNATIONAL INSURANCE PTE LTD,43938.81
MAS000ETT19300047,invitation to tender for insurance coverage for three 3 years with an option to extend for another two 2 years,Monetary Authority of Singapore,31/3/2020,Awarded by Items,MS FIRST CAPITAL INSURANCE LIMITED,411668.26
NLB000ETT22000001,invitation to tender for integrated facilities management for premises of the national library board singapore,National Library Board,22/4/2022,Awarded by Items,ENGIE SERVICES SINGAPORE PTE. LTD.,34578888
NLB000ETT22000001,invitation to tender for integrated facilities management for premises of the national library board singapore,National Library Board,22/4/2022,Awarded by Items,KIM YEW INTEGRATED PTE. LTD.,33134460
AGC000ETT21000002,invitation to tender for it change management services,Attorney-General's Chambers,14/7/2021,Awarded by Items,WSH EXPERTS PTE. LTD.,589920
AGC000ETT21000002,invitation to tender for it change management services,Attorney-General's Chambers,14/7/2021,Awarded by Items,ZENITH INFOTECH (S) PTE LTD.,2078040
NLB000ETT22000009,invitation to tender for library experience turnkey services for the national library board singapore,National Library Board,5/10/2022,Awarded to Suppliers,ROBIN WOOD PTE. LTD.,1297652
NLB000ETT22000028,invitation to tender for library experience turnkey services for the national library board singapore,National Library Board,23/3/2023,Awarded to Suppliers,SPACELOGIC PTE. LTD.,1484800
SLA000ETT22000019,invitation to tender for lim chu kang demolition and reinstatement works phase 1,Singapore Land Authority,11/5/2023,Awarded by Items,HUATIONG CONTRACTOR PTE LTD,7648000
SLA000ETT22000019,invitation to tender for lim chu kang demolition and reinstatement works phase 1,Singapore Land Authority,11/5/2023,Awarded by Items,KTC CIVIL ENGINEERING & CONSTRUCTION PTE LTD,13807427
SLA000ETT22000019,invitation to tender for lim chu kang demolition and reinstatement works phase 1,Singapore Land Authority,11/5/2023,Awarded by Items,SING HENG HOE CONSTRUCTION (1988) PTE LTD,11613000
