tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt,tender_clean,topic,gamma,LDA_Category
ESG000ETT20300017,subscription of electronic direct mailer edm service for enterprise singapore esg,Enterprise Singapore,27/11/2020,Awarded to Suppliers,IOP A/ PTE. LTD.,57000,subscription  electronic direct mailer edm   enterprise  esg,5,0.9495926888855132,Engineering Procurement - EPC
GVT000ETT20300044,for the upgrade and renewal of repository tools with support pr201678,Government Technology Agency  (GovTech),21/12/2020,Awarded to Suppliers,IZENO PRIVATE LIMITED,406349.49,  upgrade  renewal  repository tools  support pr,4,0.9417622732406673,Engineering Procurement - Services
ISA000ETT20300008,invitation to tender for the provision of cleaning services for a period of three 3 years with an option to extend for another two 2 years,ISEAS - Yusof Ishak Institute,18/11/2020,Awarded to Suppliers,EXCELTEC PROPERTY MANAGEMENT PTE LTD,746640,invitation  tender   provision  cleaning services      years         years,4,0.9495926734062003,Engineering Procurement - Services
SCB000ETT20300018,tender for the appointment of a company to produce supply deliver provide components and repair services to the science resource kit on cycle of life for science centre board,Science Centre Board,29/3/2021,Awarded to Suppliers,THE HOMELAB PTE. LTD.,174200,tender   appointment   company  produce  deliver  components  repair services   science resource kit  cycle  life  science centre board,6,0.9771923204894999,PPP Procurement - DBO
JTC000ETT21000098,provision of single disciplinary consultancy services civil  structural engineering for land preparation and infrastructure works at woodlands wafer fabrication park wfp,Jurong Town Corporation,28/1/2022,Awarded to Suppliers,ABL CONSULTANTS PTE. LTD.,3.6,provision  single disciplinary consultancy services civil structural engineering  land preparation  infrastructure works  woodlands wafer fabrication park wfp,5,0.9785003005473383,Engineering Procurement - EPC
HDB000ETT19300251,a construction of road 1 at hougang town n1 b construction of road 2 at hougang town n1 c construction of trunk sewer at hougang town n1 d construction of bus shelter b07 at hougang avenue 3 e widening of hougang avenue 3,Housing and Development Board,18/5/2020,Awarded to Suppliers,HARFORD ENGINEERING PTE LTD,9294893, construction  road  hougang town n b construction  road  hougang town n c construction  trunk sewer  hougang town n d construction  bus shelter b  hougang avenue e widening  hougang avenue ,1,0.9872645483979426,General Procurement - Goods
CDVHQ0ETT22000042,invitation to tender for the provision of training and coaching services for adult protection ap professionals,Ministry of Social and Family Development - Ministry Headquarter,26/5/2023,Awarded to Suppliers,SP CONSULTANCY,975070,invitation  tender   provision  training  coaching services  adult protection ap professionals,4,0.7440545085693958,Engineering Procurement - Services
JTC000ETT22000036,provision of software licenses maintenance for jira service management and plugins for jtc corporation,Jurong Town Corporation,29/4/2022,Awarded to Suppliers,EASE SOLUTIONS PTE. LTD.,110534.12,provision  software licenses maintenance  jira  management  plugins  jtc corporation,2,0.5668049128080258,General Procurement - Services
PMOSNDETT20300001,invitation to tender for the provision to conduct an international benchmarking study on artificial intelligence ai,Prime Minister's Office - Smart Nation and Digital Government Office,16/9/2020,Awarded to Suppliers,ARTHUR D. LITTLE ASIA PTE. LTD.,249800,invitation  tender   provision  conduct  international benchmarking study  artificial intelligence ai,5,0.7845069531803397,Engineering Procurement - EPC
NAC000ETT22000011,proposed cyclical rr works at 15 properties in the arts belt of chinatown little india waterloo and robertson quay and breakdown repair works at 5 locations  126 cairnhill road telok karau studios 2a starlight road 5458 waterloo street and little india arts belt signage,National Arts Council,23/3/2023,Awarded to Suppliers,E3 CONSTRUCTION PTE LTD,375800,proposed cyclical rr works  properties   arts belt  chinatown little india waterloo  robertson quay  breakdown repair works  locations cairnhill road telok karau studios  starlight road waterloo street  little india arts belt signage,3,0.7156172201044038,Engineering Procurement - Goods
TOT000ETT19300003,design layout copywriting and production of the digital tote board annual report for fy 20182019 with the option to renew for another two years,Tote Board,31/5/2019,Awarded to Suppliers,VERZTEC CONSULTING PTE. LTD.,90030,design layout copywriting  production   digital tote board annual report  fy     renew    years,6,0.5821277274171487,PPP Procurement - DBO
HDB000ETT20300034,subscription of cybersecurity incident response forensic retainer service for 3 years,Housing and Development Board,20/5/2020,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,960,subscription  cybersecurity incident response forensic retainer   years,5,0.4118210139922777,Engineering Procurement - EPC
CDVHQ0ETT23000004,invitation to tender for the proposed interior fitout to existing unit on 4th storey at one punggol community centre at 1 punggol drive,Ministry of Social and Family Development - Ministry Headquarter,22/11/2023,Awarded to Suppliers,HD CONTRACTOR PTE. LTD.,541000,invitation  tender   proposed interior fitout  existing unit  th storey   punggol community centre  punggol drive,1,0.7229500710565114,General Procurement - Goods
MHA00003000001887,provision of training programme for management of family violence,Ministry of Home Affairs - Ministry Headquarter 1,19/9/2019,Award by interface record,PREMIERE TRAINING SERVICES,341250,provision  training programme  management  family violence,2,0.9417622693214129,General Procurement - Services
PAS000ETT21000079,provision of services for the creation and delivery of an art and music festival in our tampines hub,People's Association,27/7/2021,Awarded to Suppliers,BANDWAGON PTE. LTD.,266372,provision  services   creation  delivery   art  music festival   tampines hub,1,0.4650575909918514,General Procurement - Goods
HSA000ETT21000008,provision of internal audit services for fy21 with option to extend for fy22,Health Sciences Authority,19/4/2021,Awarded to Suppliers,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,349350,provision  internal audit services  fy      fy,4,0.7470369558537624,Engineering Procurement - Services
MHA00003000011422,provision of services for stayhome notice home check operations,Ministry of Home Affairs - Ministry Headquarter 1,27/12/2021,Award by interface record,RMA CONTRACTS PTE. LTD.,5757600,provision  services  stayhome notice home check operations,4,0.9495926920920925,Engineering Procurement - Services
CPF000ETT19300021,maintenance and support services of mftp software,Central Provident Fund Board,22/11/2019,Awarded to Suppliers,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,247708.58,maintenance  support services  mftp software,4,0.9310516648558359,Engineering Procurement - Services
HOMHQ0ETT19300043,design supply and delivery of light fire attack vehicles with optional 9 years comprehensive maintenance,Ministry of Home Affairs-Ministry Headquarter,8/5/2020,Awarded to Suppliers,HOPE TECHNIK PTE. LTD.,5136000,design   delivery  light fire attack vehicles  optional years comprehensive maintenance,7,0.8398466861281699,PPP Procurement - DBFO
JTC000ETT22000064,prequalification of contractors for listing on jtcs panel of demolition contractors for a period of 3 years,Jurong Town Corporation,14/7/2022,Awarded by Items,AIK SUN DEMOLITION & ENGINEERING PTE LTD,1,prequalification  contractors  listing  jtcs panel  demolition contractors     years,5,0.7869355909568114,Engineering Procurement - EPC
NEA000ETT23000014,operation of refuse ash and scrap handling system at tuas south incineration plant,National Environment Agency,28/6/2023,Awarded to Suppliers,ENSURE ENGINEERING PTE LTD,6408000,operation  refuse ash  scrap handling system  tuas south incineration plant,4,0.8291315476805614,Engineering Procurement - Services
ISA000ETT20300007,a public key infrastructure solution to protect iseas data against security threats and prevent data compromises,ISEAS - Yusof Ishak Institute,9/11/2020,Awarded to Suppliers,AMNET TECHNOLOGY PTE LTD,142340, public key infrastructure solution  protect iseas data  security threats  prevent data compromises,5,0.9698571261953769,Engineering Procurement - EPC
JTC000ETT22000080,proposed site clearance at woodlands wafer fab park,Jurong Town Corporation,4/10/2022,Awarded to Suppliers,CHARTWORTH ENTERPRISE SINGAPORE PTE. LTD.,5524020,proposed site clearance  woodlands wafer fab park,1,0.9495926848280347,General Procurement - Goods
IRA000ETT21000003,invitation to tender for the provision of audit services for senior employment credit enabling employment credit and cpf transition offset schemes,Inland Revenue Authority of Singapore,2/7/2021,Awarded to Suppliers,ERNST & YOUNG LLP,290544,invitation  tender   provision  audit services  senior employment credit enabling employment credit  cpf transition offset schemes,4,0.9757148991114692,Engineering Procurement - Services
TPO000ETT22000016,tporeq2022003864ak  overseas study trip 10d9n to germany,Temasek Polytechnic,23/8/2022,Awarded to Suppliers,CITYSTATE TRAVEL PTE. LTD.,104040,tporeqak overseas study trip dn  germany,6,0.9417622900720297,PPP Procurement - DBO
FOR000ETT22000014,provision of emergency assistance services,Ministry of Foreign Affairs,28/12/2022,Awarded to Suppliers,INTERNATIONAL SOS PTE LTD,164736,provision  emergency assistance services,4,0.9155135962057697,Engineering Procurement - Services
LTA000ETT20300051,enhancement to loyang avenue between tampines expressway and pasir ris drive 3,Land Transport Authority,30/5/2022,Awarded to Suppliers,HWA SENG BUILDER PTE LTD,372600000,enhancement  loyang avenue  tampines expressway  pasir ris drive ,1,0.9555669754265161,General Procurement - Goods
HOMHQ0ETT19300031,comprehensive maintenance of integrated building management system at home team academy for base period of three 3 years with option to extend for another two 2 years,Ministry of Home Affairs-Ministry Headquarter,20/9/2019,Awarded to Suppliers,PRIMUSTECH PTE. LTD.,891960,comprehensive maintenance  integrated building management system  home team academy  base    years        years,3,0.7594184253322136,Engineering Procurement - Goods
HDB000ETT20300075,accredited checking services for public housing at toa payoh bidadari contract 15  contract 16,Housing and Development Board,3/6/2020,Awarded to Suppliers,BUREAU VERITAS BUILDINGS & INFRASTRUCTURE PTE. LTD.,40600,accredited checking services  public housing  toa payoh bidadari contract contract ,1,0.9640811668071884,General Procurement - Goods
MOMLRDETT20300001,for the provision of inspections and checks for the ministry of manpower for a period of two years with option to extend on a yearly basis up to three years,Ministry of Manpower-Labour Relations Department,8/1/2021,Awarded by Items,POLWEL Co-operative Society Limited,2407352.32,  provision  inspections  checks   ministry  manpower      years       yearly basis    years,2,0.679360780316602,General Procurement - Services
DEF000ETT21000077,travel related services and cargo management services,Ministry of Defence,24/8/2021,Awarded to Suppliers,CHAPMAN FREEBORN AIRCHARTERING PTE. LTD.,579666.32,travel  services  cargo management services,4,0.4778297686642242,Engineering Procurement - Services
HDB000ETT19300168,provision of facilities management services to commercial properties sector 1,Housing and Development Board,22/10/2019,Awarded to Suppliers,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,538690,provision  facilities management services  commercial properties sector ,2,0.9495926734136331,General Procurement - Services
JTC000ETT20300109,engagement of services for the design implementation commissioning and operation maintenance  support of jurong islands new biometric access control system bacs 20 at jurong island checkpoint,Jurong Town Corporation,16/3/2021,Awarded to Suppliers,ST ENGINEERING URBAN SOLUTIONS LTD.,15688000,engagement  services   design implementation commissioning  operation maintenance support  jurong islands new biometric access control system bacs  jurong island checkpoint,7,0.5645504020512963,PPP Procurement - DBFO
JTC000ETT19300058,provision of cloud services for emergency mass interactive communications system emic,Jurong Town Corporation,27/6/2019,Awarded to Suppliers,PACIFIC SYNERGY PTE LTD,316575,provision  cloud services  emergency mass interactive communications system emic,7,0.44631153976857957,PPP Procurement - DBFO
DEF000ETT19300103,provision of polling services,Ministry of Defence,23/3/2020,Awarded by Items,BLACKBOX RESEARCH PTE LTD,2095200,provision  polling services,4,0.8909348831270674,Engineering Procurement - Services
CAA000ETT21000054,provision of security services for safe management measures,Civil Aviation Authority of Singapore,26/5/2021,Awarded to Suppliers,AETOS SECURITY MANAGEMENT PTE. LTD.,966084,provision  security services  safe management measures,2,0.5729115602221354,General Procurement - Services
MHA00003000017425,lease supply and maintenance of gym equipment,Ministry of Home Affairs - Ministry Headquarter 1,11/10/2023,Award by interface record,ACTIVE LIFESTYLE PTE LTD,64320,lease   maintenance  gym equipment,4,0.6316712326915613,Engineering Procurement - Services
FINHQ0ETT23000006,provision of consultancy services for process harmonisation and proof of concept for gebiz x product evaluation,Ministry of Finance-Ministry Headquarter,1/12/2023,Awarded by Items,DELOITTE CONSULTING PTE. LTD.,1855000,provision  consultancy services  process harmonisation  proof  concept  gebiz x product evaluation,4,0.8739596176280978,Engineering Procurement - Services
MOE000ETT23000047,proposed additions and alterations works involving lift installation and ancillary works for schools package 1a,Ministry of Education,22/1/2024,Awarded to Suppliers,MEGABUILDERS & DEVELOPMENT PTE. LTD.,13700000,proposed additions  alterations works involving lift installation  ancillary works  schools package ,1,0.8725277781752414,General Procurement - Goods
HDB000ETT19300169,specialist professional engineering geotechnical consultancy services for tengah park contract 8 with neighbourhood centre and common green,Housing and Development Board,1/10/2019,Awarded to Suppliers,JIB SPECIALIST CONSULTANTS PTE. LTD.,78000,specialist professional engineering geotechnical consultancy services  tengah park contract  neighbourhood centre  common green,1,0.8089597071176085,General Procurement - Goods
NAC000ETT20300002,appointment of construction contractor for renovation  refurnishment of phase i and ii at nac blk a blk e l1 and frontages,National Arts Council,6/3/2020,Awarded to Suppliers,TRENDBUILD CONTRACTS PTE. LTD.,867730,appointment  construction contractor  renovation refurnishment  phase   ii  nac blk  blk e l  frontages,5,0.5541032309915014,Engineering Procurement - EPC
ESG000ETT22000019,governance audit assessment for sme centres 2022,Enterprise Singapore,16/2/2023,Awarded to Suppliers,RSM SG RISK ADVISORY PTE. LTD.,149500,governance audit assessment  sme centres ,5,0.6045393592769107,Engineering Procurement - EPC
NST000ETT20300081,provision of one unit of high temperature gel permeation chromatography htgpc system,"Agency for Science, Technology and Research",9/12/2020,Awarded to Suppliers,AGILENT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,235662,provision   unit  high temperature gel permeation chromatography htgpc system,7,0.8469084432525599,PPP Procurement - DBFO
NATHQ0ETT20300012,replacement of 1mva generator set at mnd complex,Ministry of National Development-Ministry Headquarter,9/2/2021,Awarded to Suppliers,DONJON PTE. LTD.,320000,replacement  mva generator set  mnd complex,7,0.941762284097998,PPP Procurement - DBFO
EMA000ETT19300011,consultation services to conduct a floating power hub study,Energy Market Authority of Singapore,3/12/2019,Awarded to Suppliers,SURBANA JURONG INFRASTRUCTURE PTE. LTD.,750000,consultation services  conduct  floating power hub study,5,0.9495926889657943,Engineering Procurement - EPC
HPB000ETT21000002,cioot2720  provision of software renewal and maintenance of jreport and winmagic,Health Promotion Board,8/3/2021,Awarded to Suppliers,NCS PTE. LTD.,428120,cioot provision  software renewal  maintenance  jreport  winmagic,4,0.4833790975569606,Engineering Procurement - Services
NEA000ETT23000131,leasing of body worn camera system,National Environment Agency,8/3/2024,Awarded to Suppliers,SOLO PTE. LTD.,78936,leasing  body worn camera system,7,0.9310516750567368,PPP Procurement - DBFO
CPF000ETT19300024,comprehensive maintenance and remedial services for mechanical and electrical me facilities,Central Provident Fund Board,20/12/2019,Awarded to Suppliers,IX TECHNOLOGY PTE. LTD.,100980,comprehensive maintenance  remedial services  mechanical  electrical  facilities,3,0.9495926832156995,Engineering Procurement - Goods
NST000ETT22000174,provision of one1 unit of solid surface zeta potential analyzer with training and oneyear warranty,"Agency for Science, Technology and Research",27/2/2023,Awarded to Suppliers,ANTON PAAR SINGAPORE PTE. LTD.,90977.75,provision   unit  solid surface zeta potential analyzer  training  oneyear warranty,4,0.5808432347763697,Engineering Procurement - Services
TRADOSETT19300002,provision of design and renovation works for office premises,Ministry of Trade & Industry-Department of Statistics,15/5/2019,Awarded to Suppliers,D' PERCEPTION SINGAPORE PTE. LTD.,3702258,provision  design  renovation works  office premises,6,0.446835226123736,PPP Procurement - DBO
GVT000ETT19300033,provision of prototype design development and manufacturing services for a period of two 2 years with option to extend for one 1 year pr191200,Government Technology Agency  (GovTech),20/3/2020,Awarded by Items,HOPE TECHNIK PTE. LTD.,1,provision  prototype design development  manufacturing services      years        pr,2,0.9555669402061008,General Procurement - Services
CDVHQ0ETT19300017,invitation to tender for the provision of building assessor services for period of two 2 years with an option to extend for up to one 1 year,Ministry of Social and Family Development - Ministry Headquarter,21/11/2019,Awarded to Suppliers,CPG FACILITIES MANAGEMENT PTE LTD,840610,invitation  tender   provision  building assessor services     years          ,3,0.6018246001941516,Engineering Procurement - Goods
LTA000ETT19300022,work injury compensationemployers liability insurances for the jurong region line project,Land Transport Authority,10/6/2019,Awarded to Suppliers,INDIA INTERNATIONAL INSURANCE PTE LTD,150000,work injury compensationemployers liability insurances   jurong region line project,2,0.4935093284575102,General Procurement - Services
HLTHQ0ETT21000054,moh is inviting interested parties to submit proposals for the provision of senior care centre services within the regions,Ministry of Health-Ministry Headquarter,23/4/2022,Awarded to Suppliers,THE LENTOR RESIDENCE PTE LTD,1,moh  inviting interested parties  submit proposals   provision  senior care centre services within  regions,4,0.9721003404449786,Engineering Procurement - Services
EMA000ETT22000012,supply delivery installation testing and commissioning of a dense wavelength division multiplexing dwdm system with five 5 years comprehensive maintenance and support services with an option to extend for a period of three 3 years,Energy Market Authority of Singapore,28/9/2022,Awarded to Suppliers,NTEGRATOR PTE LTD,613497, delivery installation testing  commissioning   dense wavelength division multiplexing dwdm system  five years comprehensive maintenance  support services           years,2,0.6283233058881323,General Procurement - Services
MOE000ETT23000048,proposed new erection of colocated apsn chaoyang school cys and tanglin school ts comprising of a 7storey teaching block two 5storey teaching block a 4storey teaching  canteen block two 5storey admin  library  therapy  teaching and multipurpose hall  sports hall  teaching block playfield bin centre and substation on lot 08786v pt mk 18 at ang mo kio street 54,Ministry of Education,16/1/2024,Awarded to Suppliers,KWAN YONG CONSTRUCTION PTE LTD,77400000,proposed new erection  colocated apsn chaoyang school cys  tanglin school ts comprising   storey teaching block  storey teaching block  storey teaching canteen block  storey admin library therapy teaching  multipurpose hall sports hall teaching block playfield bin centre  substation  lot v pt mk  ang mo kio street ,1,0.9917491198438391,General Procurement - Goods
NST000ETT19300144,supply delivery installation testing and commissioning of nineteen 19 units of network switches in acrc data centre located at biopolis and fusionopolis,"Agency for Science, Technology and Research",13/12/2019,Awarded to Suppliers,FUJITSU ASIA PTE LTD,394105, delivery installation testing  commissioning  nineteen units  network switches  acrc data centre located  biopolis  fusionopolis,7,0.9740327931860862,PPP Procurement - DBFO
SSG000ETT21000009,provision of legal services to ssg for a period of two years with an option to extend for a further period of one year,SkillsFuture Singapore,17/1/2022,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,3650,provision  legal services  ssg      years            ,3,0.6382616165868471,Engineering Procurement - Goods
HDB000ETT21000052,ibm system software and maintenance renewal,Housing and Development Board,25/6/2021,Awarded to Suppliers,ST ENGINEERING TRAINING & SIMULATION SYSTEMS PTE. LTD.,15957784.01,ibm system software  maintenance renewal,4,0.7157316125520921,Engineering Procurement - Services
HDB000ETT19300294,demolition works at yuan ching and kang ching road,Housing and Development Board,19/3/2020,Awarded to Suppliers,BENG SOON MACHINERY SERVICES (SINGAPORE) PTE LTD,1575000,demolition works  yuan ching  kang ching road,1,0.9495926934456989,General Procurement - Goods
HDB000ETT22000103,periodic structural inspection and related works at various hdb estates batch 33202122w2,Housing and Development Board,24/8/2022,Awarded to Suppliers,STERLING ENGINEERS PTE. LTD.,4100,periodic structural inspection   works   hdb estates batch w,5,0.9555669697982836,Engineering Procurement - EPC
LTA000ETT18300182,qualified person supervision services for northsouth corridor contract n110,Land Transport Authority,27/5/2019,Awarded to Suppliers,JIB SPECIALIST CONSULTANTS PTE. LTD.,16573600,qualified person supervision services  northsouth corridor contract n,3,0.8304700546093434,Engineering Procurement - Goods
SCO000ETT19300011,for the conduct of wsq use primary functions and applications of a tablet for a period of two years with an option to extend for one year,Yellow Ribbon Singapore,1/8/2019,Awarded to Suppliers,NTUC LEARNINGHUB PTE. LTD.,562500,  conduct  wsq use primary functions  applications   tablet      years        ,2,0.9555669747904885,General Procurement - Services
SPC000ETT21000037,provision of consultancy services for sport facilities for a period of 3 years,Singapore Sports Council (Sport Singapore) - SPC,6/12/2021,Awarded by Items,DP ARCHITECTS PTE LTD.,1,provision  consultancy services  sport facilities     years,4,0.4768545518036181,Engineering Procurement - Services
NLB000ETT19300004,invitation to tender  for contractors to provide integrated communication and marketing services for the national reading movement,National Library Board,3/5/2019,Awarded by Items,DSTNCT PTE. LTD.,405000,invitation  tender  contractors   integrated communication  marketing services   national reading movement,3,0.8422133517211727,Engineering Procurement - Goods
CDVHQ0ETT22000032,invitation to tender for the proposed replacement of passenger  bed lifts at pelangi village singapore,Ministry of Social and Family Development - Ministry Headquarter,1/6/2023,Awarded to Suppliers,SCHINDLER LIFTS (SINGAPORE) PTE. LTD.,2198000,invitation  tender   proposed replacement  passenger bed lifts  pelangi village ,3,0.7483519337765523,Engineering Procurement - Goods
NST000ETT19300159,appointment of grant certification auditors for astar research entities,"Agency for Science, Technology and Research",25/2/2020,Awarded by Items,Geetha A & Associates,50,appointment  grant certification auditors  astar research ,2,0.7871081648991028,General Procurement - Services
PAS000ETT23000023,proposed cyclical maintenance programme cmp works to existing 2 storey bungalow at 120 pasir ris road s519118 and 38 pasir ris avenue s519705,People's Association,24/10/2023,Awarded to Suppliers,E3 CONSTRUCTION PTE LTD,365700,proposed cyclical maintenance programme cmp works  existing storey bungalow  pasir ris road s  pasir ris avenue s,1,0.978500302210014,General Procurement - Goods
ITA000ETT22000014,tender for provision of building maintenance services for csa offices for a period of two 2 years,Ministry of Communications and Information,8/11/2022,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,911728,tender  provision  building maintenance services  csa offices      years,4,0.7226991931965936,Engineering Procurement - Services
NEA000ETT19300072,provision of consultancy services to conduct feasibility study for a waste management facility,National Environment Agency,3/2/2020,Awarded to Suppliers,RAMBOLL CONSULTING PTE. LTD.,1800000,provision  consultancy services  conduct feasibility study   waste management facility,5,0.49250642312928644,Engineering Procurement - EPC
HDB000ETT22000235,demolition project at public housing estate batch 18,Housing and Development Board,21/2/2023,Awarded to Suppliers,BENG HENG ENGINEERING PTE LTD,1824000,demolition project  public housing estate batch ,1,0.5063595077305862,General Procurement - Goods
HPB000ETT19300003,fnat3318 invitation to tender to supply deliver install test and commission an integrated intrusion alarm system inclusive of dedicated cctv surveillance cameras and video analytics support along with enhancement of security controls for perimeter access points into the health promotion board building,Health Promotion Board,17/5/2019,Awarded to Suppliers,CERTIS TECHNOLOGY (SINGAPORE) PTE. LTD.,68208,fnat invitation  tender   deliver install test  commission  integrated intrusion alarm system inclusive  dedicated cctv surveillance cameras  video analytics support along  enhancement  security controls  perimeter access points   health promotion board building,6,0.9876829584504885,PPP Procurement - DBO
FINAGDETT20300002,invitation to tender for application maintenance and support services for the accountantgenerals department agd,Ministry of Finance-Accountant-General's Department,14/7/2021,Awarded by Items,ACCENTURE SG SERVICES PTE. LTD.,5153898.01,invitation  tender  application maintenance  support services   accountantgenerals department agd,4,0.9602751630949817,Engineering Procurement - Services
SPC000ETT21000031,provision of outsourcing of payroll and claims administration services for a period of two years with an option to extend for another one year,Singapore Sports Council (Sport Singapore) - SPC,23/5/2021,Awarded to Suppliers,ST ENGINEERING E-SERVICES PTE. LTD.,760800,provision  outsourcing  payroll  claims administration services      years         ,4,0.5638187483336395,Engineering Procurement - Services
SDC000ETT22000017,proposed road repairs and improvement works at sentosa cove residential precincts,Sentosa Development Corporation,23/8/2022,Awarded to Suppliers,ARA GLOBAL CONST PTE. LTD.,313029,proposed road repairs  improvement works  sentosa cove residential precincts,1,0.9602751660950967,General Procurement - Goods
SDC000ETT22000048,provision of consultancy services for character zone conceptual planning  beachfront and imbiah feasibility study,Sentosa Development Corporation,19/4/2023,Awarded to Suppliers,WOHA ARCHITECTS PTE. LTD.,3706539.5,provision  consultancy services  character zone conceptual planning beachfront  imbiah feasibility study,6,0.4174579123688895,PPP Procurement - DBO
PUB000ETT21000167,abc waters project at jurong canal pie to boon lay way,Public Utilities Board,17/2/2022,Awarded to Suppliers,TECHNO CE PTE. LTD.,2877000,abc waters project  jurong canal pie  boon lay way,1,0.5362456235122455,General Procurement - Goods
SFA000ETT19400030,tender for the provision of the main seawater intake pumps at marine aquaculture centre,Singapore Food Agency,19/12/2019,Awarded to Suppliers,SANLI M&E ENGINEERING PTE. LTD.,142780,tender   provision   main seawater intake pumps  marine aquaculture centre,4,0.9602751665062244,Engineering Procurement - Services
MPA000ETT21000041,provision of audit services for funding and incentive schemes for a period of two years with an option to extend for another one year at the authoritys discretion,Maritime and Port Authority of Singapore,5/4/2022,Awarded by Items,AUDIT ALLIANCE LLP,1920,provision  audit services  funding  incentive schemes      years            authoritys discretion,4,0.3570051676449912,Engineering Procurement - Services
MHA00003000000450,construction of a proposed development at neil road,Ministry of Home Affairs - Ministry Headquarter 1,2/7/2019,Award by interface record,SHIMIZU CORPORATION,503533000,construction   proposed development  neil road,1,0.93105165233059,General Procurement - Goods
NPB000ETT19300108,provision of rental services for surveillance equipment andits associated services for a period of two 2 years,National Parks Board,18/5/2020,Awarded to Suppliers,CA M&E ENGINEERING PTE. LTD.,18660,provision  rental services  surveillance equipment andits associated services      years,4,0.9602751603696086,Engineering Procurement - Services
PUB000ETT22000033,provision of smart water grid instrumentation data and services in singapore water supply network,Public Utilities Board,30/9/2022,Awarded to Suppliers,FLOTECH CONTROLS PTE LTD,22464880,provision  smart water grid instrumentation data  services   water  network,7,0.6765888963094355,PPP Procurement - DBFO
RPO000ETT22000041,tender for the provision of gym supervisory services for 2 years with an option to extend for another 2 years for osg,Republic Polytechnic,7/3/2023,Awarded to Suppliers,CERTIS MANAGEMENT SERVICES PTE. LTD.,474,tender   provision  gym supervisory services  years        years  osg,4,0.9555669641081822,Engineering Procurement - Services
MHA00003000016899,provision of project management consultancy services for retrofitting works for toilets in prison institutions for singapore prison service,Ministry of Home Affairs - Ministry Headquarter 1,18/12/2023,Award by interface record,SURBANA JURONG CONSULTANTS PTE. LTD.,553700,provision  project management consultancy services  retrofitting works  toilets  prison institutions   prison ,7,0.35519343572459466,PPP Procurement - DBFO
NST000ETT18300173,tender for astar cloud strategy consulting services,"Agency for Science, Technology and Research",12/4/2019,Awarded to Suppliers,PRICEWATERHOUSECOOPERS MANAGEMENT SERVICES PTE LTD,430000,tender  astar cloud strategy consulting services,4,0.5999368198843226,Engineering Procurement - Services
SDC000ETT23000026,term contract for refuse disposal and recycling for a period of two 2 years with an option to extend for another two 2 years,Sentosa Development Corporation,28/3/2024,Awarded to Suppliers,RE SUSTAINABILITY SOLUTIONS PTE. LTD.,1876000,term contract  refuse disposal  recycling      years         years,3,0.9495926880602189,Engineering Procurement - Goods
STB000ETT21000001,audit services for singaporediscovers vouchers scheme,Singapore Tourism Board,3/3/2021,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,328000,audit services  singaporediscovers vouchers scheme,5,0.7134699443369757,Engineering Procurement - EPC
PAS000ETT20300064,nominated subcontract for interior design works for proposed upgrading of existing thomson community club,People's Association,7/9/2020,Awarded to Suppliers,ATELIER TANG (PTE.) LTD.,499000,nominated subcontract  interior design works  proposed upgrading  existing thomson community club,1,0.9672216556089731,General Procurement - Goods
PAS000ETT23000041,partial demolition and rectification works at arena  our tampines hub for peoples association,People's Association,24/8/2023,Awarded to Suppliers,ESSAR ENGINEERING PTE. LTD.,1941000,partial demolition  rectification works  arena  tampines hub  peoples association,5,0.9602751631028615,Engineering Procurement - EPC
NST000ETT22000038,provision of one 1 unit of 400mhz nuclear magnetic resonance spectrometer system with nitrogen recycler desktop and monitor software training and 1year warranty,"Agency for Science, Technology and Research",24/8/2022,Awarded to Suppliers,JEOL ASIA PTE. LTD.,449500,provision   unit  mhz nuclear magnetic resonance spectrometer system  nitrogen recycler desktop  monitor software training   warranty,7,0.8461592840472445,PPP Procurement - DBFO
HDB000ETT19300015,design content development and distribution of community publication,Housing and Development Board,5/4/2019,Awarded to Suppliers,THINKFARM PTE. LTD.,12101.01,design content development  distribution  community publication,3,0.49338726532398464,Engineering Procurement - Goods
SFA000ETT23000007,tender for the provision of ferry services between mainland singapore and st johns island,Singapore Food Agency,20/10/2023,Awarded to Suppliers,SINGAPORE ISLAND CRUISE & FERRY SERVICES PTE. LTD.,1139544,tender   provision  ferry services  mainland   st johns island,5,0.9555669537502335,Engineering Procurement - EPC
FOR000ETT20300033,provision for integrated maintenance of building works and mechanical and electrical systems for the singapore embassy in yangon myanmar,Ministry of Foreign Affairs,4/11/2020,Awarded to Suppliers,THU KHA CONSTRUCTION GROUP COMPANY LIMITED,1126622.33,provision  integrated maintenance  building works  mechanical  electrical systems    embassy  yangon myanmar,3,0.5617394554585444,Engineering Procurement - Goods
